HMDBID,Genus,Metabolite,Health effect,Health effect Class,Organoleptic effect,Correlation_Type,Control,Obesity,T2D
HMDB0039815,Subdoligranulum,flusilazole,Skin and subcutaneous tissue disorder,Dermatological,,negative,-0.52472136,-0.446991155,-0.466423703
HMDB0014693,Acinetobacter,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,negative,-0.410139317,-0.456751359,-0.455149432
HMDB0014693,Allisonella,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,positive,0.288133745,0.62733399,0.560150065
HMDB0014693,Anaerobiospirillum,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,negative,-0.583468106,-0.40515777,-0.267855074
HMDB0014693,Atopobium,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,positive,0.618885438,0.624442691,0.287756399
HMDB0014693,Christensenellaceae_R-7_group,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,negative,-0.532404532,-0.531826576,-0.315632154
HMDB0014693,Coprococcus,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,positive,0.406171957,0.375890112,0.545442617
HMDB0014693,Defluviitaleaceae_UCG-011,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,negative,-0.486087941,-0.461125542,-0.408054873
HMDB0014693,Helicobacter,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,negative,-0.470421511,-0.510327812,-0.269358825
HMDB0014693,Howardella,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,negative,-0.614442719,-0.46037811,-0.200655828
HMDB0014693,Lachnospira,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,negative,-0.562017926,-0.469463104,-0.49344806
HMDB0014693,Lactococcus,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,negative,-0.589087864,-0.463789205,-0.475122883
HMDB0014693,Megasphaera,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,positive,0.425325324,0.319939981,0.288173447
HMDB0014693,Phascolarctobacterium,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,negative,-0.343636969,-0.373446061,-0.384797062
HMDB0014693,Shewanella,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,negative,-0.432408917,-0.23607813,-0.346608657
HMDB0014693,UCG-009,8-methoxypsoralen,Skin and subcutaneous tissue disorder,Dermatological,Odor,negative,-0.557999007,-0.457889926,-0.41365098
HMDB0001859,Anaerobiospirillum,acetaminophen,Acidosis,Metabolic,Taste,negative,-0.496524758,-0.473525645,-0.29607331
HMDB0001859,CAG-352,acetaminophen,Acidosis,Metabolic,Taste,negative,-0.543615043,-0.222078384,-0.355200327
HMDB0001859,Coprococcus,acetaminophen,Acidosis,Metabolic,Taste,positive,0.589235033,0.416883047,0.479553943
HMDB0001859,Lachnospira,acetaminophen,Acidosis,Metabolic,Taste,negative,-0.547082039,-0.301774978,-0.464798476
HMDB0001859,Megasphaera,acetaminophen,Acidosis,Metabolic,Taste,negative,-0.538885438,-0.219854889,-0.372476074
HMDB0001859,Muribaculaceae,acetaminophen,Acidosis,Metabolic,Taste,negative,-0.482404532,-0.448647082,-0.269184943
HMDB0001859,Phascolarctobacterium,acetaminophen,Acidosis,Metabolic,Taste,negative,-0.552597835,-0.437138529,-0.37003611
HMDB0001859,Prevotella,acetaminophen,Acidosis,Metabolic,Taste,positive,0.48,0.439226691,0.465704793
HMDB0001859,Prevotellaceae_UCG-003,acetaminophen,Acidosis,Metabolic,Taste,negative,-0.538885438,-0.214811233,-0.160734778
HMDB0001859,UCG-005,acetaminophen,Acidosis,Metabolic,Taste,negative,-0.478885438,-0.424360013,-0.253981395
HMDB0001859,UCG-009,acetaminophen,Acidosis,Metabolic,Taste,negative,-0.301073839,-0.419653447,-0.375512136
HMDB0032566,Agathobacter,hexachlorobenzene,Osteoporosis,Musculoskeletal,,negative,-0.608328157,-0.535636907,-0.283438828
HMDB0032566,Coprococcus,hexachlorobenzene,Osteoporosis,Musculoskeletal,,positive,0.476289489,0.313604964,0.528155121
HMDB0032566,Escherichia,hexachlorobenzene,Osteoporosis,Musculoskeletal,,negative,-0.547536938,-0.288906404,-0.342733214
HMDB0032566,UCG-009,hexachlorobenzene,Osteoporosis,Musculoskeletal,,negative,-0.348653058,-0.283295581,-0.338788587
HMDB0001848,Agathobacter,imipramine,Sedation,Neurological,,positive,0.672338052,0.278479717,0.37466022
HMDB0001848,Allisonella,imipramine,Sedation,Neurological,,positive,0.411169903,0.248122991,0.506686137
HMDB0001848,Avibacterium,imipramine,Sedation,Neurological,,positive,0.227319195,0.418679097,0.401512119
HMDB0001848,Catenibacterium,imipramine,Sedation,Neurological,,negative,-0.380106211,-0.434349678,-0.374457271
HMDB0001848,Coprococcus,imipramine,Sedation,Neurological,,positive,0.423224904,0.424312829,0.410064842
HMDB0001848,Desulfovibrio,imipramine,Sedation,Neurological,,negative,-0.570941078,-0.43588637,-0.506499219
HMDB0001848,Elusimicrobium,imipramine,Sedation,Neurological,,negative,-0.548504971,-0.374248924,-0.250357382
HMDB0001848,Monoglobus,imipramine,Sedation,Neurological,,negative,-0.502560927,-0.445522465,-0.375228524
HMDB0001848,Muribaculaceae,imipramine,Sedation,Neurological,,positive,0.61382808,0.408956326,0.24545924
HMDB0001848,Prevotellaceae_UCG-003,imipramine,Sedation,Neurological,,negative,-0.431303244,-0.272165402,-0.316120663
HMDB0001848,Rikenellaceae_RC9_gut_group,imipramine,Sedation,Neurological,,positive,0.563636969,0.409066811,0.363405468
HMDB0001848,Romboutsia,imipramine,Sedation,Neurological,,negative,-0.458066562,-0.471190959,-0.215560942
HMDB0001848,Senegalimassilia,imipramine,Sedation,Neurological,,positive,0.704096194,0.448878997,0.408404543
HMDB0001848,Solobacterium,imipramine,Sedation,Neurological,,negative,-0.40201297,-0.418426146,-0.353018656
HMDB0001848,Sutterella,imipramine,Sedation,Neurological,,negative,-0.43382808,-0.332129433,-0.383308355
HMDB0001848,Treponema,imipramine,Sedation,Neurological,,negative,-0.507198511,-0.360943172,-0.262381781
HMDB0001848,UCG-003,imipramine,Sedation,Neurological,,positive,0.59382808,0.430371444,0.344885689
HMDB0001848,UCG-005,imipramine,Sedation,Neurological,,negative,-0.373350636,-0.382993933,-0.33017932
HMDB0001848,Weissella,imipramine,Sedation,Neurological,,negative,-0.28886281,-0.315426001,-0.39391581
HMDB0000254,Acidaminococcus,succinic acid,Missing teeth,Dental,Taste,negative,-0.365760494,-0.28590981,-0.348398354
HMDB0000254,Acinetobacter,succinic acid,Missing teeth,Dental,Taste,negative,-0.500459225,-0.57836211,-0.46418902
HMDB0000254,Aeromonas,succinic acid,Missing teeth,Dental,Taste,negative,-0.4872678,-0.327407026,-0.308980858
HMDB0000254,Agathobacter,succinic acid,Missing teeth,Dental,Taste,negative,-0.575574031,-0.547922841,-0.343387263
HMDB0000254,Alistipes,succinic acid,Missing teeth,Dental,Taste,positive,0.443169499,0.35100561,0.448472999
HMDB0000254,Alloprevotella,succinic acid,Missing teeth,Dental,Taste,positive,0.529442719,0.512039991,0.321054219
HMDB0000254,Anaerobiospirillum,succinic acid,Missing teeth,Dental,Taste,negative,-0.515737865,-0.542596638,-0.26832286
HMDB0000254,Asteroleplasma,succinic acid,Missing teeth,Dental,Taste,positive,0.45,0.438704877,0.314956481
HMDB0000254,Barnesiella,succinic acid,Missing teeth,Dental,Taste,positive,0.503606798,0.315376304,0.405481508
HMDB0000254,Butyricicoccus,succinic acid,Missing teeth,Dental,Taste,negative,-0.508919936,-0.412868244,-0.224206035
HMDB0000254,CAG-352,succinic acid,Missing teeth,Dental,Taste,positive,0.474952858,0.462499609,0.260983387
HMDB0000254,Christensenellaceae_R-7_group,succinic acid,Missing teeth,Dental,Taste,negative,-0.515737865,-0.486657053,-0.178982716
HMDB0000254,Colidextribacter,succinic acid,Missing teeth,Dental,Taste,positive,0.463399814,0.204801663,0.166477463
HMDB0000254,Collinsella,succinic acid,Missing teeth,Dental,Taste,positive,0.345346933,0.373976708,0.286489614
HMDB0000254,Coprococcus,succinic acid,Missing teeth,Dental,Taste,positive,0.451803399,0.383589874,0.507845452
HMDB0000254,Elusimicrobium,succinic acid,Missing teeth,Dental,Taste,negative,-0.513049517,-0.472938104,-0.133071848
HMDB0000254,Escherichia,succinic acid,Missing teeth,Dental,Taste,negative,-0.649937144,-0.378615521,-0.208231025
HMDB0000254,Escherichia-Shigella,succinic acid,Missing teeth,Dental,Taste,negative,-0.636338998,-0.307409339,-0.309619225
HMDB0000254,Family_XIII_UCG-001,succinic acid,Missing teeth,Dental,Taste,negative,-0.465967478,-0.390754276,-0.224447632
HMDB0000254,Flavonifractor,succinic acid,Missing teeth,Dental,Taste,negative,-0.450481853,-0.371292142,-0.455092602
HMDB0000254,Helicobacter,succinic acid,Missing teeth,Dental,Taste,negative,-0.468328157,-0.582130726,-0.135977509
HMDB0000254,Lactococcus,succinic acid,Missing teeth,Dental,Taste,negative,-0.300181915,-0.474869808,-0.373659431
HMDB0000254,Megamonas,succinic acid,Missing teeth,Dental,Taste,negative,-0.498885438,-0.370475354,-0.445699661
HMDB0000254,Monoglobus,succinic acid,Missing teeth,Dental,Taste,negative,-0.585967478,-0.382640886,-0.226169763
HMDB0000254,Muribaculaceae,succinic acid,Missing teeth,Dental,Taste,negative,-0.604972898,-0.374888623,-0.493102853
HMDB0000254,Odoribacter,succinic acid,Missing teeth,Dental,Taste,positive,0.515737865,0.544857964,0.29386568
HMDB0000254,Oribacterium,succinic acid,Missing teeth,Dental,Taste,positive,0.32,0.42391165,0.302764652
HMDB0000254,Phascolarctobacterium,succinic acid,Missing teeth,Dental,Taste,negative,-0.375218299,-0.355097801,-0.289294345
HMDB0000254,Prevotellaceae_UCG-003,succinic acid,Missing teeth,Dental,Taste,positive,0.5,0.238311294,0.124642489
HMDB0000254,Rikenellaceae_RC9_gut_group,succinic acid,Missing teeth,Dental,Taste,positive,0.560519567,0.249075896,0.36263665
HMDB0000254,UCG-003,succinic acid,Missing teeth,Dental,Taste,positive,0.63441632,0.287441468,0.271100994
HMDB0014611,Asteroleplasma,quinine,Pulmonary edema,Respiratory,Odor,positive,0.193659597,0.414521212,0.452699587
HMDB0014611,Treponema,quinine,Pulmonary edema,Respiratory,Odor,negative,-0.446286487,-0.485738184,-0.505780093
HMDB0014611,UCG-005,quinine,Pulmonary edema,Respiratory,Odor,negative,-0.568695295,-0.413643478,-0.288927174
HMDB0014611,UCG-009,quinine,Pulmonary edema,Respiratory,Odor,negative,-0.447915944,-0.377160508,-0.269938063
HMDB0031804,Allisonella,methomyl,Slurred speech,Neurological,,positive,0.389721171,0.574958951,0.537243341
HMDB0031804,Atopobium,methomyl,Slurred speech,Neurological,,positive,0.45501836,0.67561755,0.257676602
HMDB0031804,Coprococcus,methomyl,Slurred speech,Neurological,,positive,0.454004894,0.424023198,0.325038483
HMDB0031804,Defluviitaleaceae_UCG-011,methomyl,Slurred speech,Neurological,,negative,-0.263751306,-0.461125542,-0.372341562
HMDB0031804,Lachnospira,methomyl,Slurred speech,Neurological,,negative,-0.330887492,-0.527737843,-0.327604033
HMDB0031804,Treponema,methomyl,Slurred speech,Neurological,,negative,-0.235969222,-0.29764856,-0.308939339
HMDB0031804,UCG-009,methomyl,Slurred speech,Neurological,,negative,-0.322996235,-0.435922193,-0.363442269
HMDB0005012,Aeromonas,olanzapine,Tachycardia,Cardiovascular,,positive,0.307838762,0.287912518,0.226213645
HMDB0005012,Agathobacter,olanzapine,Tachycardia,Cardiovascular,,negative,-0.570688837,-0.454869761,-0.33794572
HMDB0005012,Allisonella,olanzapine,Tachycardia,Cardiovascular,,positive,0.467082039,0.343509015,0.453616906
HMDB0005012,Alloprevotella,olanzapine,Tachycardia,Cardiovascular,,positive,0.529442719,0.25321067,0.379365735
HMDB0005012,Avibacterium,olanzapine,Tachycardia,Cardiovascular,,positive,0.398885438,0.403540876,0.530331846
HMDB0005012,Bacteroides,olanzapine,Tachycardia,Cardiovascular,,negative,-0.417099639,-0.307818189,-0.299582808
HMDB0005012,Barnesiella,olanzapine,Tachycardia,Cardiovascular,,positive,0.336338998,0.340372556,0.51150509
HMDB0005012,Butyricicoccus,olanzapine,Tachycardia,Cardiovascular,,negative,-0.406903421,-0.389978984,-0.239110366
HMDB0005012,Colidextribacter,olanzapine,Tachycardia,Cardiovascular,,negative,-0.597563893,-0.165103448,-0.361033079
HMDB0005012,Collinsella,olanzapine,Tachycardia,Cardiovascular,,negative,-0.56472136,-0.299025512,-0.329163373
HMDB0005012,Comamonas,olanzapine,Tachycardia,Cardiovascular,,negative,-0.666922329,-0.364255118,-0.465414526
HMDB0005012,Defluviitaleaceae_UCG-011,olanzapine,Tachycardia,Cardiovascular,,negative,-0.502767179,-0.354222337,-0.311548622
HMDB0005012,Herbaspirillum,olanzapine,Tachycardia,Cardiovascular,,positive,0.415737865,0.363478429,0.538106978
HMDB0005012,Lachnospira,olanzapine,Tachycardia,Cardiovascular,,negative,-0.413871494,-0.319725159,-0.322391152
HMDB0005012,Methylobacterium-Methylorubrum,olanzapine,Tachycardia,Cardiovascular,,positive,0.572651542,0.469260298,0.289236197
HMDB0005012,Mitsuokella,olanzapine,Tachycardia,Cardiovascular,,positive,0.314164079,0.362183155,0.487796057
HMDB0005012,Monoglobus,olanzapine,Tachycardia,Cardiovascular,,negative,-0.521639565,-0.376470986,-0.345153163
HMDB0005012,Romboutsia,olanzapine,Tachycardia,Cardiovascular,,positive,0.521039134,0.493836162,0.365099196
HMDB0005012,Roseburia,olanzapine,Tachycardia,Cardiovascular,,positive,0.475075112,0.393919446,0.409602978
HMDB0005012,Sutterella,olanzapine,Tachycardia,Cardiovascular,,positive,0.665530755,0.18952241,0.454457298
HMDB0001848,Agathobacter,imipramine,Tachycardia,Cardiovascular,,positive,0.672338052,0.278479717,0.37466022
HMDB0001848,Allisonella,imipramine,Tachycardia,Cardiovascular,,positive,0.411169903,0.248122991,0.506686137
HMDB0001848,Avibacterium,imipramine,Tachycardia,Cardiovascular,,positive,0.227319195,0.418679097,0.401512119
HMDB0001848,Catenibacterium,imipramine,Tachycardia,Cardiovascular,,negative,-0.380106211,-0.434349678,-0.374457271
HMDB0001848,Coprococcus,imipramine,Tachycardia,Cardiovascular,,positive,0.423224904,0.424312829,0.410064842
HMDB0001848,Desulfovibrio,imipramine,Tachycardia,Cardiovascular,,negative,-0.570941078,-0.43588637,-0.506499219
HMDB0001848,Elusimicrobium,imipramine,Tachycardia,Cardiovascular,,negative,-0.548504971,-0.374248924,-0.250357382
HMDB0001848,Monoglobus,imipramine,Tachycardia,Cardiovascular,,negative,-0.502560927,-0.445522465,-0.375228524
HMDB0001848,Muribaculaceae,imipramine,Tachycardia,Cardiovascular,,positive,0.61382808,0.408956326,0.24545924
HMDB0001848,Prevotellaceae_UCG-003,imipramine,Tachycardia,Cardiovascular,,negative,-0.431303244,-0.272165402,-0.316120663
HMDB0001848,Rikenellaceae_RC9_gut_group,imipramine,Tachycardia,Cardiovascular,,positive,0.563636969,0.409066811,0.363405468
HMDB0001848,Romboutsia,imipramine,Tachycardia,Cardiovascular,,negative,-0.458066562,-0.471190959,-0.215560942
HMDB0001848,Senegalimassilia,imipramine,Tachycardia,Cardiovascular,,positive,0.704096194,0.448878997,0.408404543
HMDB0001848,Solobacterium,imipramine,Tachycardia,Cardiovascular,,negative,-0.40201297,-0.418426146,-0.353018656
HMDB0001848,Sutterella,imipramine,Tachycardia,Cardiovascular,,negative,-0.43382808,-0.332129433,-0.383308355
HMDB0001848,Treponema,imipramine,Tachycardia,Cardiovascular,,negative,-0.507198511,-0.360943172,-0.262381781
HMDB0001848,UCG-003,imipramine,Tachycardia,Cardiovascular,,positive,0.59382808,0.430371444,0.344885689
HMDB0001848,UCG-005,imipramine,Tachycardia,Cardiovascular,,negative,-0.373350636,-0.382993933,-0.33017932
HMDB0001848,Weissella,imipramine,Tachycardia,Cardiovascular,,negative,-0.28886281,-0.315426001,-0.39391581
HMDB0000684,Acidaminococcus,kynurenine,Hydrocephalus,Neurological,,positive,0.51315472,0.189310058,0.526918773
HMDB0000684,Agathobacter,kynurenine,Hydrocephalus,Neurological,,negative,-0.471682715,-0.19470328,-0.379624311
HMDB0000684,Agathobacter,kynurenine,Hydrocephalus,Neurological,,positive,0.437954445,0.157572573,0.51316432
HMDB0000684,Allisonella,kynurenine,Hydrocephalus,Neurological,,positive,0.381185776,0.40255709,0.244353388
HMDB0000684,Alloprevotella,kynurenine,Hydrocephalus,Neurological,,positive,0.48825273,0.324783883,0.416171779
HMDB0000684,Avibacterium,kynurenine,Hydrocephalus,Neurological,,negative,-0.46589205,-0.278774751,-0.249075896
HMDB0000684,CAG-352,kynurenine,Hydrocephalus,Neurological,,positive,0.561085089,0.367746772,0.298345818
HMDB0000684,Colidextribacter,kynurenine,Hydrocephalus,Neurological,,positive,0.501581034,0.241716408,0.168341384
HMDB0000684,Collinsella,kynurenine,Hydrocephalus,Neurological,,positive,0.507308682,0.241944081,0.179528588
HMDB0000684,Coprococcus,kynurenine,Hydrocephalus,Neurological,,negative,-0.571385218,-0.293513301,-0.33657901
HMDB0000684,Elusimicrobium,kynurenine,Hydrocephalus,Neurological,,positive,0.487765413,0.40397303,0.519992539
HMDB0000684,GCA-900066575,kynurenine,Hydrocephalus,Neurological,,positive,0.510041543,0.300068141,0.156172743
HMDB0000684,Herbaspirillum,kynurenine,Hydrocephalus,Neurological,,negative,-0.469138789,-0.416482349,-0.34359974
HMDB0000684,Intestinibacter,kynurenine,Hydrocephalus,Neurological,,positive,0.476954065,0.368777018,0.135097282
HMDB0000684,Lachnospiraceae_UCG-010,kynurenine,Hydrocephalus,Neurological,,positive,0.427879296,0.29895684,0.27156143
HMDB0000684,Libanicoccus,kynurenine,Hydrocephalus,Neurological,,positive,0.455601366,0.467891309,0.357930836
HMDB0000684,Megasphaera,kynurenine,Hydrocephalus,Neurological,,negative,-0.562966547,-0.287653451,-0.437008231
HMDB0000684,Methylobacterium-Methylorubrum,kynurenine,Hydrocephalus,Neurological,,positive,0.644215889,0.437262196,0.323849767
HMDB0000684,Romboutsia,kynurenine,Hydrocephalus,Neurological,,positive,0.381934306,0.387850905,0.351980816
HMDB0000684,Roseburia,kynurenine,Hydrocephalus,Neurological,,positive,0.403546456,0.223002611,0.282973473
HMDB0000684,Sphingomonas,kynurenine,Hydrocephalus,Neurological,,positive,0.510041543,0.437770066,0.364083562
HMDB0000684,UCG-002,kynurenine,Hydrocephalus,Neurological,,positive,0.635571924,0.248355705,0.199389688
HMDB0000684,UCG-003,kynurenine,Hydrocephalus,Neurological,,positive,0.458131537,0.315735773,0.462944383
HMDB0014693,Acinetobacter,8-methoxypsoralen,Collapse,Systemic,Odor,negative,-0.410139317,-0.456751359,-0.455149432
HMDB0014693,Allisonella,8-methoxypsoralen,Collapse,Systemic,Odor,positive,0.288133745,0.62733399,0.560150065
HMDB0014693,Anaerobiospirillum,8-methoxypsoralen,Collapse,Systemic,Odor,negative,-0.583468106,-0.40515777,-0.267855074
HMDB0014693,Atopobium,8-methoxypsoralen,Collapse,Systemic,Odor,positive,0.618885438,0.624442691,0.287756399
HMDB0014693,Christensenellaceae_R-7_group,8-methoxypsoralen,Collapse,Systemic,Odor,negative,-0.532404532,-0.531826576,-0.315632154
HMDB0014693,Coprococcus,8-methoxypsoralen,Collapse,Systemic,Odor,positive,0.406171957,0.375890112,0.545442617
HMDB0014693,Defluviitaleaceae_UCG-011,8-methoxypsoralen,Collapse,Systemic,Odor,negative,-0.486087941,-0.461125542,-0.408054873
HMDB0014693,Helicobacter,8-methoxypsoralen,Collapse,Systemic,Odor,negative,-0.470421511,-0.510327812,-0.269358825
HMDB0014693,Howardella,8-methoxypsoralen,Collapse,Systemic,Odor,negative,-0.614442719,-0.46037811,-0.200655828
HMDB0014693,Lachnospira,8-methoxypsoralen,Collapse,Systemic,Odor,negative,-0.562017926,-0.469463104,-0.49344806
HMDB0014693,Lactococcus,8-methoxypsoralen,Collapse,Systemic,Odor,negative,-0.589087864,-0.463789205,-0.475122883
HMDB0014693,Megasphaera,8-methoxypsoralen,Collapse,Systemic,Odor,positive,0.425325324,0.319939981,0.288173447
HMDB0014693,Phascolarctobacterium,8-methoxypsoralen,Collapse,Systemic,Odor,negative,-0.343636969,-0.373446061,-0.384797062
HMDB0014693,Shewanella,8-methoxypsoralen,Collapse,Systemic,Odor,negative,-0.432408917,-0.23607813,-0.346608657
HMDB0014693,UCG-009,8-methoxypsoralen,Collapse,Systemic,Odor,negative,-0.557999007,-0.457889926,-0.41365098
